time,open,high,low,close,MA,Smoothing Line,Volume,Volume MA,ADX_14,DMP_14,DMN_14,RSI_14
2018-12-04T02:00:00Z,3.28214292,3.29923742,3.24795394,3.24795394,3.259350264444444,3.248333811777775,215300,766835.0,,25.234429358182172,34.359284448728914,42.53928914795849
2018-12-06T02:00:00Z,3.24795394,3.26504843,3.19667045,3.21376495,3.268847206666666,3.2532722215555525,258800,764970.0,,23.082273376478003,37.82538917295746,39.431069167858276
2018-12-07T02:00:00Z,3.21376495,3.23085944,3.16248146,3.16248146,3.272645983333333,3.2585905091111087,595600,787640.0,,21.140575132640507,38.84952661716445,35.26830256045847
2018-12-11T02:00:00Z,3.16248146,3.16248146,3.09410349,3.09410349,3.2536521011111104,3.2608697755555527,865500,786385.0,,19.38450264080495,43.92907925452485,30.625780383088955
2018-12-12T02:00:00Z,3.09410349,3.09410349,3.02572551,3.02572551,3.213764947777777,3.253652100666664,921400,779930.0,,17.79282439322497,48.53311096615034,26.823304595287485
2018-12-13T02:00:00Z,3.02572551,3.04282,2.94025304,2.94025304,3.1643808533333324,3.2346582184444417,1203900,820660.0,,15.709152750668904,52.60847537543995,22.98212853339774
2018-12-14T02:00:00Z,2.94025304,2.95734753,2.87187506,2.88896955,3.1168961466666665,3.2042680064444418,697600,844095.0,34.09963508322669,14.215187688233767,55.21345276900075,21.035673581674732
2018-12-17T02:00:00Z,2.87187506,2.87187506,2.80349708,2.82059158,3.0713108288888886,3.1640009755555534,659200,846570.0,37.21596350395894,12.89456416266425,57.51618026646021,18.75485317290715
2018-12-18T02:00:00Z,2.82059158,2.88896955,2.82059158,2.82059158,3.023826122222222,3.118035779777776,787100,861660.0,39.44197878195458,13.791666458780998,53.25380478009872,18.754853172907154
2018-12-19T02:00:00Z,2.82059158,2.83768607,2.78640259,2.82059158,2.9763414155555554,3.0705510733333314,579500,870930.0,41.60865827957379,13.01277395704659,54.01130443716555,18.75485317290715
2018-12-20T02:00:00Z,2.82059158,2.82059158,2.71802461,2.7351191,2.9231585433333334,3.022306611333332,1006600,868700.0,43.91203987200994,11.601562821034625,55.38375493599759,16.039696120634744
2018-12-21T02:00:00Z,2.71802461,2.7351191,2.63255214,2.64964663,2.8661768955555558,2.9721627611111097,2125300,952900.0,46.355765844844825,10.388309146154839,58.30663120430443,13.876284686311195
2018-12-24T02:00:00Z,2.64964663,2.66674113,2.59836315,2.59836315,2.8110946355555555,2.920119522444443,895700,967005.0,48.66323073067305,9.662817581990948,57.726518427474524,12.763882817408819
2018-12-25T02:00:00Z,2.58126865,2.58126865,2.54707967,2.54707967,2.757911764444444,2.866936650888888,961400,1008750.0,50.91488056620247,9.146869627455821,59.983718893420686,11.749520009647487
2018-12-26T02:00:00Z,2.54707967,2.58126865,2.52998517,2.54707967,2.714225834444444,2.814513534666665,517700,1008280.0,52.98775545404484,8.64950158155454,58.53458446133645,11.749520009647487
2018-12-27T02:00:00Z,2.58126865,2.64964663,2.51289068,2.56417416,2.678137457777777,2.765509317555554,2338500,989690.0,53.26027048383423,14.234501200739768,50.62861922454206,14.37999269617741
2018-12-28T02:00:00Z,2.56417416,2.58126865,2.52998517,2.54707967,2.6477472455555557,2.721823387555553,566600,1000065.0,53.50510558986448,13.498234321608281,48.00989904984057,13.93275499745633
2019-01-02T02:00:00Z,2.56417416,2.59836315,2.54707967,2.54707967,2.6173570333333327,2.683075867111109,749900,1021160.0,53.33818620573834,14.544810012136963,45.476714804573085,13.932754997456327
2019-01-03T02:00:00Z,2.56417416,2.58126865,2.52998517,2.52998517,2.5850674322222225,2.648507000666665,234200,831630.0,53.31136018978044,13.762774179196466,44.82379810992613,13.447693113642476
2019-01-04T02:00:00Z,2.52998517,2.54707967,2.47870169,2.51289068,2.5603753855555555,2.6177369108888877,740200,846000.0,53.63611089962306,12.7763813030844,46.98655853686714,12.961725424011274
2019-01-07T02:00:00Z,2.51289068,2.56417416,2.51289068,2.54707967,2.5489790566666666,2.591905230666665,914600,880965.0,53.52900674191471,13.901267714514951,44.415430392378504,19.247118463361616
2019-01-08T02:00:00Z,2.54707967,2.54707967,2.52998517,2.52998517,2.541381503333333,2.570632082222221,522300,894140.0,53.431649784074786,13.633462002689184,43.55977418917777,18.52671562178309
2019-01-09T02:00:00Z,2.52998517,2.59836315,2.52998517,2.52998517,2.5394821144444446,2.5550570984444425,825000,905610.0,52.14552281179176,18.335848382298146,40.22188158616559,18.526715621783094
2019-01-10T02:00:00Z,2.56417416,2.68383562,2.56417416,2.59836315,2.5451802788888886,2.547079667777776,2400000,982335.0,49.3386935837448,24.16440637082354,33.9231867243513,30.580428860187293
2019-01-11T02:00:00Z,2.61545764,2.63255214,2.56417416,2.58126865,2.547079666666667,2.544420523999998,659800,969255.0,46.77522243987822,22.479495522209227,31.55782568653821,29.409013519357014
2019-01-14T02:00:00Z,2.58126865,2.61545764,2.52998517,2.54707967,2.5470796666666664,2.5440406459999982,1034300,960775.0,44.853674012584335,20.550554246812396,32.282239763572974,27.167547327089625
2019-01-15T02:00:00Z,2.54707967,2.56417416,2.49579618,2.51289068,2.54328089,2.5444205233333315,1174100,984600.0,43.48948663750971,19.135882631022465,33.50190577358982,25.106786125237157
2019-01-16T02:00:00Z,2.52998517,2.54707967,2.51289068,2.51289068,2.541381502222221,2.544800400888888,358700,969575.0,42.23908818994017,18.451926109167108,32.304477497598874,25.10678612523716
2019-01-17T02:00:00Z,2.51289068,2.59836315,2.51289068,2.54707967,2.5451802788888886,2.544800400888888,854800,972960.0,40.0939393512643,22.09908229644652,29.468738783760802,31.162581334326678
2019-01-18T02:00:00Z,2.56417416,2.63255214,2.56417416,2.58126865,2.548979054444444,2.545180278444443,1644400,1026205.0,37.527792159127245,23.64517047115784,26.9235473384863,36.6767081757412
2019-01-21T02:00:00Z,2.59836315,2.59836315,2.54707967,2.56417416,2.552777831111111,2.546319911333332,304400,991095.0,35.42126501853585,22.395336254695987,27.262354865487776,35.1601549951769
2019-01-22T02:00:00Z,2.56417416,2.58126865,2.54707967,2.58126865,2.5584759955555554,2.549358932444443,228800,896270.0,33.48358998462242,21.576523187851187,26.26559499803366,37.92437788247094
2019-01-23T02:00:00Z,2.56417416,2.61545764,2.54707967,2.59836315,2.5584759955555554,2.55277783111111,641900,883580.0,31.07112033486827,23.651432186219616,24.34821150027836,40.64922669071526
2019-01-24T02:00:00Z,2.59836315,2.68383562,2.59836315,2.61545764,2.562274772222222,2.5561967297777763,3073300,989175.0,29.702316145278452,28.693290938892467,22.16962493043327,43.32822579063322
2019-01-25T02:00:00Z,2.63255214,2.71802461,2.63255214,2.70093011,2.579369265555555,2.5622747719999985,3754900,1151035.0,28.89977862584356,29.17421349361144,19.871828541443584,54.4092050084747
2019-01-28T02:00:00Z,2.7351191,2.92315854,2.7351191,2.88896955,2.6211558066666663,2.5759503671111093,8601000,1464160.0,30.04816932527396,41.469075932518685,16.001910198705964,68.84285942834838
2019-01-29T02:00:00Z,2.92315854,2.92315854,2.78640259,2.80349708,2.6534454066666666,2.594944249333332,2833500,1577505.0,31.1077362756758,36.72881563587934,14.172758767679442,59.605507012013895
2019-01-30T02:00:00Z,2.82059158,2.99153652,2.82059158,2.99153652,2.7028295011111108,2.623814950444443,6018500,1840935.0,32.53075581451028,36.67595193882149,12.121091362914472,69.34944196321598
2019-01-31T02:00:00Z,3.02572551,3.04282,2.90606405,2.92315854,2.7408172666666664,2.6595234493333324,3675000,2012975.0,34.139045667228494,36.75986766730671,10.886756391568298,63.36386680963862
2019-02-01T02:00:00Z,2.92315854,2.97444202,2.90606405,2.92315854,2.78070442,2.699790480222221,1107600,2031345.0,35.624897632916195,34.84897633549267,10.320829206832514,63.363866809638616
2019-02-04T02:00:00Z,2.92315854,2.94025304,2.83768607,2.83768607,2.809195244444445,2.7373983677777765,2242100,2097720.0,35.74712030222408,32.14931216516271,14.685802142425603,56.31720592931648
2019-02-05T02:00:00Z,2.83768607,2.85478056,2.78640259,2.80349708,2.8319879033333333,2.77310686711111,1331000,2138155.0,35.03634684797124,30.455449884413518,17.863597997364845,53.742632203850164
2019-02-06T02:00:00Z,2.82059158,2.92315854,2.82059158,2.85478056,2.858579338888889,2.8042568346666656,2375800,2215695.0,34.9480095561047,32.866027919244644,16.25004323403314,56.92373820267084
2019-02-07T02:00:00Z,2.88896955,2.94025304,2.83768607,2.87187506,2.877573222222223,2.831608025777777,2644500,2227920.0,34.99937222196817,31.619303863913167,14.99941825069019,57.96152414671919
2019-02-08T02:00:00Z,2.85478056,2.88896955,2.83768607,2.83768607,2.8718750577777783,2.849842153333333,576700,2223765.0,35.046901065258766,30.36111749077683,14.40256565301079,55.102263369611386
2019-02-11T02:00:00Z,2.83768607,2.83768607,2.80349708,2.80349708,2.8718750577777787,2.8623781159999995,757800,2209940.0,34.49793836124263,29.51783961117563,16.78002830593717,52.32262573391403
2019-02-12T02:00:00Z,2.82059158,2.85478056,2.80349708,2.83768607,2.854780563333334,2.866936648,407400,2171605.0,34.154742744401204,29.68167879205053,16.05948439306375,54.779263155440134
2019-02-13T02:00:00Z,2.85478056,2.95734753,2.83768607,2.90606405,2.8528811755555563,2.865797015333333,1321900,2219765.0,34.69508776641071,35.13886522054126,14.495402343513462,59.29652158624902
2019-02-14T02:00:00Z,2.94025304,2.95734753,2.90606405,2.92315854,2.8528811755555563,2.860858606,643200,2209185.0,35.1955528429775,33.62729695010405,13.871853742494107,60.362547117822636
2019-02-15T02:00:00Z,2.92315854,2.92315854,2.83768607,2.87187506,2.856679952222223,2.857819584888889,739900,2163960.0,34.47804241355887,31.217030408283097,18.611648020735906,55.65348449891172
2019-02-18T02:00:00Z,2.90606405,2.90606405,2.87187506,2.87187506,2.864277505555556,2.8563000744444444,311400,2164310.0,33.81324946675453,30.28204879969719,18.054210353626956,55.65348449891173
2019-02-20T02:00:00Z,2.87187506,2.92315854,2.83768607,2.92315854,2.871875058888889,2.859718973555556,338300,2169785.0,32.63018169423607,28.0223974471238,19.691808881823295,59.332905009970844
2019-02-21T02:00:00Z,2.92315854,2.94025304,2.88896955,2.90606405,2.875673835555556,2.864277505555556,526900,2164035.0,31.728099655501254,28.266691526606632,18.786020045402545,57.61684396259976
2019-02-22T02:00:00Z,2.90606405,2.94025304,2.88896955,2.92315854,2.885170776666667,2.870735425777778,411700,2030955.0,30.89192444503229,26.93254529450548,17.899347551872157,58.897092670690164
2019-02-25T02:00:00Z,2.92315854,3.04282,2.88896955,3.02572551,2.9098628244444447,2.881372000222222,5095600,2097990.0,31.18177127643168,32.189832062273574,15.531055261800697,65.60946509798224
2019-02-26T02:00:00Z,3.02572551,3.02572551,2.94025304,2.95734753,2.9231585422222226,2.8931482075555555,1637600,1749820.0,31.450507457184553,29.828577500175445,14.391789452020179,58.72429407921294
2019-02-27T02:00:00Z,2.95734753,3.02572551,2.95734753,2.99153652,2.932655483333334,2.9053042924444443,1602200,1688255.0,31.699697767905846,28.05554189714187,13.536329445935587,60.93191762499144
2019-02-28T02:00:00Z,3.00863101,3.00863101,2.88896955,2.88896955,2.928856706666666,2.9159408666666664,1184800,1446570.0,30.63501032353501,25.229279527171865,17.929169032315233,51.954355701366325
2019-03-01T02:00:00Z,2.87187506,2.88896955,2.7522136,2.83768607,2.9250579300000004,2.923918297333333,1991500,1362395.0,29.090687942787504,22.446270451089344,26.9822958653154,48.135496355762214
2019-03-04T02:00:00Z,2.85478056,2.85478056,2.76930809,2.80349708,2.917460376666667,2.9254378077777776,468400,1330435.0,27.658283825641274,20.894902450642327,25.117421677184396,45.72261363078373
2019-03-05T02:00:00Z,2.78640259,2.82059158,2.78640259,2.82059158,2.906064047777778,2.9220189088888886,467600,1241710.0,26.329579837590508,20.29079471765063,24.391233617496475,47.149133056498144
2019-03-06T02:00:00Z,2.82059158,2.82059158,2.76930809,2.78640259,2.8927683300000004,2.914041478222221,398400,1195080.0,25.316716913640878,19.385426206363178,24.79022742256408,44.62313289951434
2019-03-07T02:00:00Z,2.82059158,2.82059158,2.76930809,2.80349708,2.879472612222222,2.904164659333333,341600,1093370.0,24.377045351849606,18.496627209900797,23.65362464578238,46.175846755368354
2019-03-08T02:00:00Z,2.85478056,2.90606405,2.82059158,2.87187506,2.862378117777778,2.891628696888888,979700,1010130.0,23.06461108921011,24.323886538540492,21.52773294834937,51.97631829070997
2019-03-11T02:00:00Z,2.88896955,2.99153652,2.87187506,2.95734753,2.862378117777778,2.8806122451111102,2686200,1115605.0,22.855095535855,29.10330026750848,19.34345031797419,58.060522474714894
2019-03-12T02:00:00Z,2.97444202,3.19667045,2.97444202,3.17957596,2.883271388888889,2.8760537133333326,17646900,1960060.0,24.258277234347855,39.256131355856894,15.874321768716069,69.0423451976894
2019-03-13T02:00:00Z,3.16248146,3.31633191,3.12829247,3.16248146,2.913661601111111,2.880232367555555,16895600,2784470.0,26.176055219885992,42.46841921836612,13.782754609761962,67.57649845797347
2019-03-14T02:00:00Z,3.16248146,3.17957596,3.09410349,3.12829247,2.9459512011111118,2.8935280853333327,2014500,2819100.0,27.480952536739398,39.89529749354372,15.371232373626997,64.62145211984469
2019-03-15T02:00:00Z,3.14538697,3.19667045,3.04282,3.14538697,2.983938966666667,2.9178402551111104,6013400,3087610.0,28.007305348037498,35.702101035715394,17.25913999736625,65.43532376613929
2019-03-18T02:00:00Z,3.14538697,3.17957596,3.04282,3.04282,3.008631013333334,2.9470908342222217,3699800,3235605.0,28.495801037532775,32.43836768360356,15.681383249049912,56.96737994661113
2019-03-19T02:00:00Z,3.07700899,3.14538697,3.04282,3.14538697,3.0485181666666668,2.980140189777777,2717000,3355885.0,28.949179742703627,30.20794093351995,14.603148455667474,62.23101435270972
2019-03-20T02:00:00Z,3.14538697,3.16248146,3.11119798,3.14538697,3.0865059322222224,3.014709056,624500,3370195.0,29.495118386463165,30.319524040330684,14.08178414225429,62.23101435270973
2019-03-21T02:00:00Z,3.12829247,3.23085944,3.12829247,3.14538697,3.1168961444444445,3.0488980446666663,4549200,3571310.0,30.472054287782328,32.914931934607125,13.076258780769008,62.231014352709714
2019-03-22T02:00:00Z,3.14538697,3.17957596,3.12829247,3.12829247,3.135890026666667,3.079288256666666,1603600,3630905.0,31.378849904857795,31.69622949947161,12.592099541119175,60.68583746190442
2019-03-25T02:00:00Z,3.11119798,3.11119798,3.00863101,3.00863101,3.1168961433333333,3.1009412826666662,2049400,3478595.0,30.44153846886864,28.99825414866166,20.032238782540364,51.117740800726885
2019-03-26T02:00:00Z,3.02572551,3.07700899,2.99153652,2.99153652,3.0979022611111118,3.110818101555555,1633000,3478365.0,29.35121382909719,27.21622462114549,20.030257325250265,49.907176835177836
2019-03-27T02:00:00Z,2.99153652,3.07700899,2.99153652,3.07700899,3.092204096666667,3.111957734444444,1116900,3454100.0,28.33909029181393,25.526853691699376,18.786935192748754,55.57247764130496
2019-03-28T02:00:00Z,3.07700899,3.12829247,3.04282,3.04282,3.0808077666666667,3.1047400588888885,1601400,3474930.0,27.903134147534217,27.686887648661116,17.60977485016975,52.990853122244644
2019-03-29T02:00:00Z,3.0599145,3.09410349,3.0599145,3.0599145,3.082707155555555,3.094103484666666,613600,3406035.0,27.498428286866936,26.60954670950657,16.924550435778073,54.138056938140366
2019-04-01T02:00:00Z,3.07700899,3.12829247,3.0599145,3.07700899,3.0751096022222217,3.085746176444444,984100,3431820.0,27.45816106219906,27.847285889745727,16.028963442617567,55.31249139694326
2019-04-02T02:00:00Z,3.09410349,3.11119798,3.07700899,3.07700899,3.0675120488888887,3.0796681339999994,906600,3453770.0,27.42077887087985,27.07580224969485,15.584895639675713,55.31249139694326
2019-04-03T02:00:00Z,3.07700899,3.12829247,3.04282,3.04282,3.056115718888888,3.072450458444444,1949300,3531315.0,26.79261376829842,25.196451280457275,17.279565811145442,52.211220730864945
2019-04-04T02:00:00Z,3.04282,3.0599145,2.99153652,3.00863101,3.0428200011111106,3.0648529053333324,1069000,3567685.0,25.399083640313552,23.77472263596802,20.536484150522867,49.23816536623246
2019-04-05T02:00:00Z,3.00863101,3.07700899,3.00863101,3.00863101,3.0428200011111106,3.0568754744444435,538500,3545625.0,24.325057988735292,23.844912462270408,19.360047777705034,49.23816536623246
2019-04-09T02:00:00Z,3.00863101,3.02572551,2.99153652,2.99153652,3.0428200011111106,3.050417554222221,1180700,3470350.0,23.055878432740993,23.131404155544256,20.276882764125087,47.66428584761337
2019-04-10T02:00:00Z,2.99153652,3.0599145,2.97444202,2.99153652,3.0333230599999994,3.043579756444443,2424100,2709210.0,22.339169066120274,24.389047122007483,18.765133786164004,47.66428584761337
2019-04-11T02:00:00Z,2.99153652,3.02572551,2.99153652,3.02572551,3.031423672222222,3.03864134711111,521900,1890525.0,21.67375361444293,23.630138630398907,18.18122334041147,51.27676404714913
2019-04-12T02:00:00Z,3.04282,3.04282,2.99153652,3.00863101,3.025725506666666,3.0352224482222203,581900,1818895.0,21.295507702856113,24.094531788156004,17.311072670116328,49.43923735004612
2019-04-17T02:00:00Z,3.02572551,3.09410349,3.02572551,3.0599145,3.0238261188888886,3.0314236717777763,2163300,1626390.0,21.606032032125732,26.934900516088966,15.941648214634919,54.685565650757184
2019-04-18T02:00:00Z,3.09410349,3.21376495,3.07700899,3.17957596,3.0352224488888884,3.029904161333332,8417300,1862265.0,23.051152589214063,33.69482600036053,13.822091624564553,64.05719703706497
2019-04-19T02:00:00Z,3.19667045,3.21376495,3.14538697,3.16248146,3.048518166666666,3.032943182666665,3049100,1878870.0,24.392899795914218,31.678858622619146,12.995113446758369,62.081908766729605
2019-04-22T02:00:00Z,3.17957596,3.3505209,3.16248146,3.31633191,3.082707155555555,3.043199879333332,11146800,2404985.0,26.56961665538839,37.85742427143308,11.039101992590677,70.80697456691513
2019-04-23T02:00:00Z,3.29923742,3.38470989,3.24795394,3.24795394,3.109298592222222,3.059914496444443,9777200,2666385.0,28.7741166258773,36.501521607361994,9.874953589857189,63.782324389604284
2019-04-24T02:00:00Z,3.26504843,3.29923742,3.21376495,3.24795394,3.1377894166666658,3.082707155999999,2534900,2712950.0,30.171953480342836,34.08233874958903,11.87152793296796,63.78232438960429
2019-04-25T02:00:00Z,3.26504843,3.3505209,3.24795394,3.3505209,3.177676569999999,3.1111979802222205,3553800,2788170.0,31.784603348507677,35.338118152250296,10.934956911521319,69.1130291346828
2019-04-26T02:00:00Z,3.38470989,3.45308787,3.3505209,3.40180438,3.2194631111111103,3.1453869691111094,11761400,3294590.0,33.80589068572891,40.401644772416,10.078665015436023,71.38117287098045
2019-04-29T02:00:00Z,3.43599337,3.45308787,3.38470989,3.41889888,3.265048429999999,3.181855223999998,2109500,3344220.0,35.68266548808923,38.251129899656796,9.542193811470307,72.1162122736309
2019-04-30T02:00:00Z,3.41889888,3.43599337,3.3676154,3.3676154,3.299237418888888,3.219842989333331,1646200,3346460.0,37.09227938268288,36.17734044707942,10.380240372075658,66.59063432454089
2019-05-02T02:00:00Z,3.3676154,3.3676154,3.28214292,3.33342641,3.3163319133333324,3.255551488666664,4118700,3521715.0,36.896253684200076,33.71663620304971,16.475982075033233,63.118511978005905
2019-05-03T02:00:00Z,3.35940116,3.39403416,3.34208466,3.39403416,3.34205999111111,3.2884281728888864,890800,3517050.0,36.916711060378674,34.204132861869624,15.662460082040317,66.4574231497988
2019-05-07T02:00:00Z,3.37671766,3.41135066,3.37671766,3.39403416,3.350693574444444,3.314674265555553,623600,3502900.0,37.068411522224885,34.66994243300282,15.20058459588267,66.4574231497988
2019-05-08T02:00:00Z,3.39403416,3.39403416,3.32476816,3.34208466,3.361152543333332,3.33389508822222,1050100,3457940.0,36.34306100155115,32.5993771982634,18.771937240404,60.97038540284095
2019-05-09T02:00:00Z,3.34208466,3.44598366,3.34208466,3.35940116,3.373535567777777,3.3487547179999977,666600,3437820.0,36.11778066984574,34.13038733655102,17.120270713416872,62.093870512004074
2019-05-10T02:00:00Z,3.35940116,3.37671766,3.29013516,3.32476816,3.3706741522222217,3.359623165777775,1933700,3507580.0,35.10335179343021,31.63262056855588,20.258341247938898,58.46883569206806
2019-05-13T02:00:00Z,3.32476816,3.39403416,3.30745166,3.35940116,3.3659626833333323,3.3644037042222195,771800,3487135.0,34.32587936511087,30.782800614512343,18.778370116166794,60.92547736803619
2019-05-14T02:00:00Z,3.35940116,3.35940116,3.30745166,3.30745166,3.353579658888888,3.3649809211111084,856300,3408745.0,33.60396730169129,29.395208447268896,17.931900049550855,55.61162776749014
2019-05-15T02:00:00Z,3.63646517,3.87889618,3.56719917,3.56719917,3.3757556333333327,3.3679015391111085,18098100,4287555.0,35.67496866529142,50.80844984504096,11.689730198965059,69.79643034627854
2019-05-16T02:00:00Z,3.60183217,3.91352919,3.54988267,3.80963018,3.428667163333333,3.3789278582222195,19298100,5223365.0,37.691727882883264,42.85655872693619,9.438155133003244,77.13929031479937
2019-05-17T02:00:00Z,3.89621268,3.93084569,3.72304768,3.72304768,3.465224221111111,3.397837871999997,13586200,5794510.0,39.612182718615934,39.198149566427816,8.437998502151974,70.54316986828134
2019-05-21T02:00:00Z,3.72304768,3.93084569,3.68841467,3.93084569,3.524869946666666,3.429619324666665,5971100,5672200.0,40.94399423040123,34.592467671915145,9.125090433185628,75.87499901141611
2019-05-22T02:00:00Z,3.96547869,4.1213272,3.93084569,4.08669419,3.6076043388888888,3.480424260666665,21680600,6603775.0,42.73320850600685,40.50728679838454,8.299906276195284,78.95211954392266
2019-05-23T02:00:00Z,3.98279519,4.10401069,3.98279519,4.01742819,3.680718453333333,3.5414168246666646,8248200,6458845.0,44.39458249366665,38.14341821316798,7.815551749954286,74.4094866444325
2019-05-24T02:00:00Z,4.03474469,4.2079097,3.98279519,4.1905932,3.776921235555556,3.611067639111109,13378300,6638900.0,46.19215590749997,38.980628131909185,6.998709561233311,77.84191026747531
2019-05-27T02:00:00Z,4.2252262,4.37241646,4.1905932,4.3291252,3.884668351111112,3.6949564651111095,14835900,7253950.0,48.19130248240076,43.27194167793194,6.415481502890865,80.13719756093207
2019-05-28T02:00:00Z,4.37241646,4.41570771,4.2598592,4.3291252,3.9981876333333335,3.789620002444442,7133700,7432945.0,50.123678305107006,42.16521156332401,5.957231170188308,80.13719756093208
2019-05-29T02:00:00Z,4.3291252,4.45899896,4.2944922,4.3291252,4.082846081111111,3.8846683508888873,4847900,7087270.0,51.993190345698586,40.974934668412104,5.5098486811768685,80.13719756093208
2019-05-30T02:00:00Z,4.3291252,4.45899896,4.1559602,4.1559602,4.1213271944444445,3.97279009911111,10836900,7523640.0,52.119790387825084,35.66194822229252,10.72292889093371,68.98139605636045
2019-05-31T02:00:00Z,4.1732767,4.45899896,4.1559602,4.45899896,4.20309955888889,4.058025763777776,7425800,7812620.0,52.23734578872559,31.29233415643954,9.409061779218378,75.4279869582783
2019-06-04T02:00:00Z,4.45899896,4.80532898,4.45899896,4.67545522,4.285833951111112,4.138258883777776,15781900,8395780.0,53.239394765261,40.29597688499023,8.176072277525336,78.81483941123395
2019-06-05T02:00:00Z,4.76203773,4.84862023,4.63216397,4.67545522,4.351251843333333,4.208871725777776,9553000,8828890.0,54.254478554147816,38.650930042173414,7.5133783184865885,78.81483941123395
2019-06-06T02:00:00Z,4.67545522,4.76203773,4.63216397,4.67545522,4.424365957777778,4.277175701111109,4385700,9016995.0,55.197044924388436,36.72741915734316,7.139465841822057,78.81483941123396
2019-06-07T02:00:00Z,4.67545522,4.80532898,4.67545522,4.67545522,4.478239515555556,4.348558165333332,3912400,9160110.0,56.163263829649374,36.55476816489231,6.776294432800574,78.81483941123395
2019-06-10T02:00:00Z,4.71874647,4.71874647,4.54558147,4.54558147,4.502290212222222,4.408396295999998,3352800,9294420.0,55.70774915112235,34.06650186565883,11.420250772666737,70.92538116182685
2019-06-11T02:00:00Z,4.67545522,4.93520273,4.67545522,4.89191148,4.564822021111112,4.464193909999998,15531600,9974315.0,55.886193804198044,37.109030229504725,9.803314282347758,77.41724657990336
2019-06-12T02:00:00Z,4.89191148,4.89191148,4.58887272,4.71874647,4.608113273333333,4.515566195999997,8555100,10363480.0,55.290628554532006,33.174750752767494,11.793099590628891,69.10839527589637
2019-06-13T02:00:00Z,4.71874647,4.71874647,4.58887272,4.71874647,4.67064508111111,4.564822020666664,3781900,10509760.0,54.73760831091483,31.627168304007025,11.24295848847098,69.10839527589637
2019-06-14T02:00:00Z,4.76203773,4.76203773,4.58887272,4.63216397,4.689885637777777,4.607151245111109,2463500,9728030.0,54.36494528857387,31.21112410016381,10.53714107813958,65.0593526447166
