time,open,high,low,close,MA,Smoothing Line,Volume,Volume MA
2018-11-05T02:00:00Z,3.48727686,3.48727686,3.43599337,3.43599337,3.441691537777777,3.4625848088888858,190600,870980
2018-11-06T02:00:00Z,3.43599337,3.45308787,3.40180438,3.40180438,3.4397921488888885,3.4508086013333297,463500,842750
2018-11-07T02:00:00Z,3.45308787,3.47018236,3.40180438,3.45308787,3.435993372222222,3.4435909257777744,296100,776440
2018-11-08T02:00:00Z,3.45308787,3.47018236,3.43599337,3.43599337,3.432194595555555,3.4397921491111076,142200,751735
2018-11-09T02:00:00Z,3.43599337,3.45308787,3.38470989,3.40180438,3.428395818888889,3.4356134946666637,890600,771445
2018-11-12T02:00:00Z,3.41889888,3.41889888,3.33342641,3.33342641,3.4188988777777776,3.4310549626666633,1050500,774435
2018-11-13T02:00:00Z,3.3505209,3.3505209,3.31633191,3.33342641,3.4113013255555553,3.425356797999997,389300,759515
2018-11-14T02:00:00Z,3.33342641,3.3676154,3.31633191,3.33342641,3.4018043844444446,3.4185190004444417,228900,694990
2018-11-15T02:00:00Z,3.33342641,3.3676154,3.31633191,3.31633191,3.382810501111111,3.4086421815555523,609700,665815
2018-11-16T02:00:00Z,3.26504843,3.33342641,3.26504843,3.29923742,3.3676153955555552,3.3964860968888866,485300,650985
2018-11-19T02:00:00Z,3.31633191,3.31633191,3.26504843,3.26504843,3.3524202899999995,3.383190379333331,394100,557885
2018-11-20T02:00:00Z,3.28214292,3.28214292,3.17957596,3.17957596,3.3220300777777774,3.365336129777775,1051200,584595
2018-11-21T02:00:00Z,3.16248146,3.17957596,3.14538697,3.16248146,3.2916398655555557,3.3433032259999975,441300,553735
2018-11-22T02:00:00Z,3.16248146,3.17957596,3.11119798,3.12829247,3.261249653333333,3.3189910564444416,613600,552225
2018-11-23T02:00:00Z,3.16248146,3.16248146,3.11119798,3.12829247,3.238456993333333,3.2931593759999975,126500,534560
2018-11-26T02:00:00Z,3.11119798,3.26504843,3.11119798,3.26504843,3.2308594399999997,3.2688472059999976,527100,543275
2018-11-27T02:00:00Z,3.28214292,3.41889888,3.28214292,3.38470989,3.236557604444444,3.2517527113333307,2710300,639570
2018-11-28T02:00:00Z,3.38470989,3.40180438,3.3676154,3.38470989,3.2441551577777776,3.2422557697777754,359100,593900
2018-11-29T02:00:00Z,3.38470989,3.38470989,3.31633191,3.31633191,3.246054545555555,3.23921674822222,328000,586755
2018-11-30T02:00:00Z,3.31633191,3.31633191,3.21376495,3.23085944,3.2422557688888882,3.239976503333331,4024800,766135
2018-12-03T02:00:00Z,3.24795394,3.28214292,3.24795394,3.24795394,3.2498533222222217,3.2437752797777746,452800,779245
2018-12-04T02:00:00Z,3.28214292,3.29923742,3.24795394,3.24795394,3.259350264444444,3.248333811777775,215300,766835
2018-12-06T02:00:00Z,3.24795394,3.26504843,3.19667045,3.21376495,3.268847206666666,3.2532722215555525,258800,764970
2018-12-07T02:00:00Z,3.21376495,3.23085944,3.16248146,3.16248146,3.272645983333333,3.2585905091111087,595600,787640
2018-12-11T02:00:00Z,3.16248146,3.16248146,3.09410349,3.09410349,3.2536521011111104,3.2608697755555527,865500,786385
2018-12-12T02:00:00Z,3.09410349,3.09410349,3.02572551,3.02572551,3.2137649477777774,3.253652100666664,921400,779930
2018-12-13T02:00:00Z,3.02572551,3.04282,2.94025304,2.94025304,3.1643808533333324,3.2346582184444417,1203900,820660
2018-12-14T02:00:00Z,2.94025304,2.95734753,2.87187506,2.88896955,3.1168961466666665,3.2042680064444418,697600,844095
2018-12-17T02:00:00Z,2.87187506,2.87187506,2.80349708,2.82059158,3.0713108288888886,3.1640009755555534,659200,846570
2018-12-18T02:00:00Z,2.82059158,2.88896955,2.82059158,2.82059158,3.023826122222222,3.1180357797777756,787100,861660
2018-12-19T02:00:00Z,2.82059158,2.83768607,2.78640259,2.82059158,2.9763414155555554,3.0705510733333314,579500,870930
2018-12-20T02:00:00Z,2.82059158,2.82059158,2.71802461,2.7351191,2.9231585433333334,3.022306611333332,1006600,868700
2018-12-21T02:00:00Z,2.71802461,2.7351191,2.63255214,2.64964663,2.8661768955555553,2.9721627611111097,2125300,952900
2018-12-24T02:00:00Z,2.64964663,2.66674113,2.59836315,2.59836315,2.8110946355555555,2.920119522444443,895700,967005
2018-12-25T02:00:00Z,2.58126865,2.58126865,2.54707967,2.54707967,2.757911764444444,2.8669366508888876,961400,1008750
2018-12-26T02:00:00Z,2.54707967,2.58126865,2.52998517,2.54707967,2.714225834444444,2.814513534666665,517700,1008280
2018-12-27T02:00:00Z,2.58126865,2.64964663,2.51289068,2.56417416,2.6781374577777775,2.765509317555554,2338500,989690
2018-12-28T02:00:00Z,2.56417416,2.58126865,2.52998517,2.54707967,2.6477472455555553,2.7218233875555535,566600,1000065
2019-01-02T02:00:00Z,2.56417416,2.59836315,2.54707967,2.54707967,2.6173570333333327,2.6830758671111092,749900,1021160
2019-01-03T02:00:00Z,2.56417416,2.58126865,2.52998517,2.52998517,2.5850674322222225,2.648507000666665,234200,831630
2019-01-04T02:00:00Z,2.52998517,2.54707967,2.47870169,2.51289068,2.5603753855555555,2.6177369108888873,740200,846000
2019-01-07T02:00:00Z,2.51289068,2.56417416,2.51289068,2.54707967,2.5489790566666666,2.591905230666665,914600,880965
2019-01-08T02:00:00Z,2.54707967,2.54707967,2.52998517,2.52998517,2.541381503333333,2.570632082222221,522300,894140
2019-01-09T02:00:00Z,2.52998517,2.59836315,2.52998517,2.52998517,2.5394821144444446,2.5550570984444425,825000,905610
2019-01-10T02:00:00Z,2.56417416,2.68383562,2.56417416,2.59836315,2.5451802788888886,2.547079667777776,2400000,982335
2019-01-11T02:00:00Z,2.61545764,2.63255214,2.56417416,2.58126865,2.547079666666667,2.5444205239999986,659800,969255
2019-01-14T02:00:00Z,2.58126865,2.61545764,2.52998517,2.54707967,2.5470796666666664,2.5440406459999982,1034300,960775
2019-01-15T02:00:00Z,2.54707967,2.56417416,2.49579618,2.51289068,2.5432808899999997,2.5444205233333315,1174100,984600
2019-01-16T02:00:00Z,2.52998517,2.54707967,2.51289068,2.51289068,2.5413815022222215,2.5448004008888874,358700,969575
2019-01-17T02:00:00Z,2.51289068,2.59836315,2.51289068,2.54707967,2.5451802788888886,2.5448004008888874,854800,972960
2019-01-18T02:00:00Z,2.56417416,2.63255214,2.56417416,2.58126865,2.548979054444444,2.545180278444443,1644400,1026205
2019-01-21T02:00:00Z,2.59836315,2.59836315,2.54707967,2.56417416,2.552777831111111,2.546319911333332,304400,991095
2019-01-22T02:00:00Z,2.56417416,2.58126865,2.54707967,2.58126865,2.5584759955555554,2.549358932444443,228800,896270
2019-01-23T02:00:00Z,2.56417416,2.61545764,2.54707967,2.59836315,2.5584759955555554,2.55277783111111,641900,883580
2019-01-24T02:00:00Z,2.59836315,2.68383562,2.59836315,2.61545764,2.562274772222222,2.5561967297777763,3073300,989175
2019-01-25T02:00:00Z,2.63255214,2.71802461,2.63255214,2.70093011,2.579369265555555,2.5622747719999985,3754900,1151035
2019-01-28T02:00:00Z,2.7351191,2.92315854,2.7351191,2.88896955,2.6211558066666663,2.5759503671111093,8601000,1464160
2019-01-29T02:00:00Z,2.92315854,2.92315854,2.78640259,2.80349708,2.6534454066666666,2.5949442493333317,2833500,1577505
2019-01-30T02:00:00Z,2.82059158,2.99153652,2.82059158,2.99153652,2.7028295011111108,2.623814950444443,6018500,1840935
2019-01-31T02:00:00Z,3.02572551,3.04282,2.90606405,2.92315854,2.7408172666666664,2.6595234493333324,3675000,2012975
2019-02-01T02:00:00Z,2.92315854,2.97444202,2.90606405,2.92315854,2.78070442,2.699790480222221,1107600,2031345
2019-02-04T02:00:00Z,2.92315854,2.94025304,2.83768607,2.83768607,2.8091952444444446,2.7373983677777765,2242100,2097720
2019-02-05T02:00:00Z,2.83768607,2.85478056,2.78640259,2.80349708,2.8319879033333333,2.77310686711111,1331000,2138155
2019-02-06T02:00:00Z,2.82059158,2.92315854,2.82059158,2.85478056,2.858579338888889,2.8042568346666656,2375800,2215695
2019-02-07T02:00:00Z,2.88896955,2.94025304,2.83768607,2.87187506,2.877573222222223,2.831608025777777,2644500,2227920
2019-02-08T02:00:00Z,2.85478056,2.88896955,2.83768607,2.83768607,2.8718750577777783,2.849842153333333,576700,2223765
2019-02-11T02:00:00Z,2.83768607,2.83768607,2.80349708,2.80349708,2.8718750577777787,2.8623781159999995,757800,2209940
2019-02-12T02:00:00Z,2.82059158,2.85478056,2.80349708,2.83768607,2.854780563333334,2.866936648,407400,2171605
2019-02-13T02:00:00Z,2.85478056,2.95734753,2.83768607,2.90606405,2.8528811755555563,2.865797015333333,1321900,2219765
2019-02-14T02:00:00Z,2.94025304,2.95734753,2.90606405,2.92315854,2.8528811755555563,2.860858606,643200,2209185
2019-02-15T02:00:00Z,2.92315854,2.92315854,2.83768607,2.87187506,2.856679952222223,2.8578195848888894,739900,2163960
2019-02-18T02:00:00Z,2.90606405,2.90606405,2.87187506,2.87187506,2.864277505555556,2.8563000744444444,311400,2164310
2019-02-20T02:00:00Z,2.87187506,2.92315854,2.83768607,2.92315854,2.8718750588888895,2.859718973555556,338300,2169785
2019-02-21T02:00:00Z,2.92315854,2.94025304,2.88896955,2.90606405,2.8756738355555562,2.8642775055555556,526900,2164035
2019-02-22T02:00:00Z,2.90606405,2.94025304,2.88896955,2.92315854,2.885170776666667,2.870735425777778,411700,2030955
2019-02-25T02:00:00Z,2.92315854,3.04282,2.88896955,3.02572551,2.9098628244444447,2.881372000222222,5095600,2097990
2019-02-26T02:00:00Z,3.02572551,3.02572551,2.94025304,2.95734753,2.9231585422222226,2.8931482075555555,1637600,1749820
2019-02-27T02:00:00Z,2.95734753,3.02572551,2.95734753,2.99153652,2.932655483333334,2.9053042924444443,1602200,1688255
2019-02-28T02:00:00Z,3.00863101,3.00863101,2.88896955,2.88896955,2.9288567066666666,2.9159408666666664,1184800,1446570
2019-03-01T02:00:00Z,2.87187506,2.88896955,2.7522136,2.83768607,2.9250579300000004,2.923918297333333,1991500,1362395
2019-03-04T02:00:00Z,2.85478056,2.85478056,2.76930809,2.80349708,2.917460376666667,2.9254378077777776,468400,1330435
2019-03-05T02:00:00Z,2.78640259,2.82059158,2.78640259,2.82059158,2.906064047777778,2.9220189088888886,467600,1241710
2019-03-06T02:00:00Z,2.82059158,2.82059158,2.76930809,2.78640259,2.8927683300000004,2.9140414782222215,398400,1195080
2019-03-07T02:00:00Z,2.82059158,2.82059158,2.76930809,2.80349708,2.879472612222222,2.904164659333333,341600,1093370
2019-03-08T02:00:00Z,2.85478056,2.90606405,2.82059158,2.87187506,2.862378117777778,2.8916286968888882,979700,1010130
2019-03-11T02:00:00Z,2.88896955,2.99153652,2.87187506,2.95734753,2.862378117777778,2.8806122451111102,2686200,1115605
2019-03-12T02:00:00Z,2.97444202,3.19667045,2.97444202,3.17957596,2.883271388888889,2.8760537133333326,17646900,1960060
2019-03-13T02:00:00Z,3.16248146,3.31633191,3.12829247,3.16248146,2.913661601111111,2.880232367555555,16895600,2784470
2019-03-14T02:00:00Z,3.16248146,3.17957596,3.09410349,3.12829247,2.9459512011111113,2.8935280853333327,2014500,2819100
2019-03-15T02:00:00Z,3.14538697,3.19667045,3.04282,3.14538697,2.983938966666667,2.9178402551111104,6013400,3087610
2019-03-18T02:00:00Z,3.14538697,3.17957596,3.04282,3.04282,3.008631013333334,2.9470908342222217,3699800,3235605
2019-03-19T02:00:00Z,3.07700899,3.14538697,3.04282,3.14538697,3.0485181666666668,2.980140189777777,2717000,3355885
2019-03-20T02:00:00Z,3.14538697,3.16248146,3.11119798,3.14538697,3.0865059322222224,3.0147090559999996,624500,3370195
2019-03-21T02:00:00Z,3.12829247,3.23085944,3.12829247,3.14538697,3.1168961444444445,3.0488980446666663,4549200,3571310
2019-03-22T02:00:00Z,3.14538697,3.17957596,3.12829247,3.12829247,3.135890026666667,3.079288256666666,1603600,3630905
2019-03-25T02:00:00Z,3.11119798,3.11119798,3.00863101,3.00863101,3.1168961433333333,3.1009412826666662,2049400,3478595
2019-03-26T02:00:00Z,3.02572551,3.07700899,2.99153652,2.99153652,3.0979022611111113,3.110818101555555,1633000,3478365
2019-03-27T02:00:00Z,2.99153652,3.07700899,2.99153652,3.07700899,3.092204096666667,3.1119577344444442,1116900,3454100
2019-03-28T02:00:00Z,3.07700899,3.12829247,3.04282,3.04282,3.0808077666666667,3.1047400588888885,1601400,3474930
2019-03-29T02:00:00Z,3.0599145,3.09410349,3.0599145,3.0599145,3.082707155555555,3.094103484666666,613600,3406035
2019-04-01T02:00:00Z,3.07700899,3.12829247,3.0599145,3.07700899,3.0751096022222217,3.085746176444444,984100,3431820
2019-04-02T02:00:00Z,3.09410349,3.11119798,3.07700899,3.07700899,3.0675120488888887,3.0796681339999994,906600,3453770
2019-04-03T02:00:00Z,3.07700899,3.12829247,3.04282,3.04282,3.056115718888888,3.0724504584444436,1949300,3531315
2019-04-04T02:00:00Z,3.04282,3.0599145,2.99153652,3.00863101,3.0428200011111106,3.0648529053333324,1069000,3567685
2019-04-05T02:00:00Z,3.00863101,3.07700899,3.00863101,3.00863101,3.0428200011111106,3.0568754744444435,538500,3545625
2019-04-09T02:00:00Z,3.00863101,3.02572551,2.99153652,2.99153652,3.0428200011111106,3.050417554222221,1180700,3470350
2019-04-10T02:00:00Z,2.99153652,3.0599145,2.97444202,2.99153652,3.0333230599999994,3.043579756444443,2424100,2709210
2019-04-11T02:00:00Z,2.99153652,3.02572551,2.99153652,3.02572551,3.031423672222222,3.03864134711111,521900,1890525
2019-04-12T02:00:00Z,3.04282,3.04282,2.99153652,3.00863101,3.025725506666666,3.0352224482222203,581900,1818895
2019-04-17T02:00:00Z,3.02572551,3.09410349,3.02572551,3.0599145,3.0238261188888886,3.0314236717777763,2163300,1626390
2019-04-18T02:00:00Z,3.09410349,3.21376495,3.07700899,3.17957596,3.0352224488888884,3.0299041613333317,8417300,1862265
2019-04-19T02:00:00Z,3.19667045,3.21376495,3.14538697,3.16248146,3.048518166666666,3.032943182666665,3049100,1878870
2019-04-22T02:00:00Z,3.17957596,3.3505209,3.16248146,3.31633191,3.082707155555555,3.043199879333332,11146800,2404985
2019-04-23T02:00:00Z,3.29923742,3.38470989,3.24795394,3.24795394,3.109298592222222,3.059914496444443,9777200,2666385
2019-04-24T02:00:00Z,3.26504843,3.29923742,3.21376495,3.24795394,3.1377894166666658,3.082707155999999,2534900,2712950
2019-04-25T02:00:00Z,3.26504843,3.3505209,3.24795394,3.3505209,3.177676569999999,3.1111979802222205,3553800,2788170
2019-04-26T02:00:00Z,3.38470989,3.45308787,3.3505209,3.40180438,3.2194631111111103,3.1453869691111094,11761400,3294590
2019-04-29T02:00:00Z,3.43599337,3.45308787,3.38470989,3.41889888,3.265048429999999,3.181855223999998,2109500,3344220
2019-04-30T02:00:00Z,3.41889888,3.43599337,3.3676154,3.3676154,3.2992374188888878,3.219842989333331,1646200,3346460
2019-05-02T02:00:00Z,3.3676154,3.3676154,3.28214292,3.33342641,3.3163319133333324,3.255551488666664,4118700,3521715
2019-05-03T02:00:00Z,3.35940116,3.39403416,3.34208466,3.39403416,3.34205999111111,3.2884281728888864,890800,3517050
2019-05-07T02:00:00Z,3.37671766,3.41135066,3.37671766,3.39403416,3.3506935744444437,3.314674265555553,623600,3502900
2019-05-08T02:00:00Z,3.39403416,3.39403416,3.32476816,3.34208466,3.3611525433333322,3.33389508822222,1050100,3457940
2019-05-09T02:00:00Z,3.34208466,3.44598366,3.34208466,3.35940116,3.373535567777777,3.3487547179999977,666600,3437820
2019-05-10T02:00:00Z,3.35940116,3.37671766,3.29013516,3.32476816,3.3706741522222217,3.359623165777775,1933700,3507580
2019-05-13T02:00:00Z,3.32476816,3.39403416,3.30745166,3.35940116,3.3659626833333323,3.3644037042222195,771800,3487135
2019-05-14T02:00:00Z,3.35940116,3.35940116,3.30745166,3.30745166,3.353579658888888,3.3649809211111084,856300,3408745
2019-05-15T02:00:00Z,3.63646517,3.87889618,3.56719917,3.56719917,3.3757556333333327,3.3679015391111085,18098100,4287555
2019-05-16T02:00:00Z,3.60183217,3.91352919,3.54988267,3.80963018,3.428667163333333,3.3789278582222195,19298100,5223365
2019-05-17T02:00:00Z,3.89621268,3.93084569,3.72304768,3.72304768,3.465224221111111,3.3978378719999975,13586200,5794510
2019-05-21T02:00:00Z,3.72304768,3.93084569,3.68841467,3.93084569,3.5248699466666666,3.429619324666665,5971100,5672200
2019-05-22T02:00:00Z,3.96547869,4.1213272,3.93084569,4.08669419,3.6076043388888888,3.480424260666665,21680600,6603775
2019-05-23T02:00:00Z,3.98279519,4.10401069,3.98279519,4.01742819,3.6807184533333333,3.5414168246666646,8248200,6458845
2019-05-24T02:00:00Z,4.03474469,4.2079097,3.98279519,4.1905932,3.776921235555556,3.611067639111109,13378300,6638900
2019-05-27T02:00:00Z,4.2252262,4.37241646,4.1905932,4.3291252,3.8846683511111118,3.6949564651111095,14835900,7253950
2019-05-28T02:00:00Z,4.37241646,4.41570771,4.2598592,4.3291252,3.9981876333333335,3.7896200024444426,7133700,7432945
2019-05-29T02:00:00Z,4.3291252,4.45899896,4.2944922,4.3291252,4.082846081111111,3.8846683508888873,4847900,7087270
2019-05-30T02:00:00Z,4.3291252,4.45899896,4.1559602,4.1559602,4.1213271944444445,3.97279009911111,10836900,7523640
2019-05-31T02:00:00Z,4.1732767,4.45899896,4.1559602,4.45899896,4.20309955888889,4.058025763777776,7425800,7812620
2019-06-04T02:00:00Z,4.45899896,4.80532898,4.45899896,4.67545522,4.285833951111112,4.138258883777776,15781900,8395780
2019-06-05T02:00:00Z,4.76203773,4.84862023,4.63216397,4.67545522,4.351251843333333,4.208871725777776,9553000,8828890
2019-06-06T02:00:00Z,4.67545522,4.76203773,4.63216397,4.67545522,4.424365957777778,4.277175701111109,4385700,9016995
2019-06-07T02:00:00Z,4.67545522,4.80532898,4.67545522,4.67545522,4.478239515555556,4.348558165333332,3912400,9160110
2019-06-10T02:00:00Z,4.71874647,4.71874647,4.54558147,4.54558147,4.502290212222222,4.408396295999998,3352800,9294420
2019-06-11T02:00:00Z,4.67545522,4.93520273,4.67545522,4.89191148,4.5648220211111115,4.464193909999998,15531600,9974315
2019-06-12T02:00:00Z,4.89191148,4.89191148,4.58887272,4.71874647,4.608113273333333,4.515566195999997,8555100,10363480
2019-06-13T02:00:00Z,4.71874647,4.71874647,4.58887272,4.71874647,4.67064508111111,4.564822020666664,3781900,10509760
2019-06-14T02:00:00Z,4.76203773,4.76203773,4.58887272,4.63216397,4.689885637777777,4.607151245111109,2463500,9728030
2019-06-17T02:00:00Z,4.63216397,4.76203773,4.54558147,4.63216397,4.685075498888889,4.643708302444442,3241800,8925215
2019-06-18T02:00:00Z,4.58887272,4.63216397,4.3291252,4.45899896,4.661024803333333,4.662948858888886,7612000,8626505
2019-06-19T02:00:00Z,4.50229021,4.58887272,4.50229021,4.54558147,4.646594386666667,4.670645081555553,4692300,8562565
2019-06-20T02:00:00Z,4.58887272,4.58887272,4.41570771,4.50229021,4.62735383,4.661986831333331,3472300,7652150
2019-06-21T02:00:00Z,4.50229021,4.89191148,4.50229021,4.84862023,4.6610248033333335,4.656214664444443,19002100,8189845
2019-06-24T02:00:00Z,4.84862023,5.06507649,4.80532898,4.97849399,4.670645082222222,4.65332858111111,8450600,7943460
